id,method,llm,family,complexity,ifs,mcs,mcs_total,mcs_matched,mcs_mismatched,high_ifs_low_mcs,mismatch_properties,mismatch_reasons,first_mismatch
le_2d_014,D,deepseek-flash,linear_elasticity,medium,1.0,0.4,5,2,3,True,material_model:strain_model;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;value_mismatch;value_mismatch,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""plane_small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputePlaneSmallStrain"", ""role"": ""strain_model""}}"
le_3d_001,D,deepseek-flash,linear_elasticity,complex,1.0,0.8,5,4,1,False,material_model:stress_model,missing_in_candidate,"{""cand"": null, ""property"": ""material_model:stress_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""linear_elastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}}"
le_3d_002,D,deepseek-flash,linear_elasticity,complex,0.9282051282051282,0.6,5,3,2,False,material_model:strain_model;material:youngs_modulus,missing_in_candidate;value_mismatch,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
le_3d_003,D,deepseek-flash,linear_elasticity,complex,1.0,0.8,5,4,1,False,material:youngs_modulus,value_mismatch,"{""cand"": 1000000000.0, ""cand_detail"": {""material"": ""elasticity_tensor"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""property"": ""youngs_modulus""}, ""property"": ""material:youngs_modulus"", ""reason"": ""value_mismatch"", ""ref"": 200000000000.0, ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""property"": ""youngs_modulus""}}"
le_2d_010,D,deepseek-flash,linear_elasticity,complex,0.5555555555555556,0.8,5,4,1,False,material_model:strain_model,value_mismatch,"{""cand"": ""small_strain"", ""cand_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}, ""property"": ""material_model:strain_model"", ""reason"": ""value_mismatch"", ""ref"": ""plane_small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputePlaneSmallStrain"", ""role"": ""strain_model""}}"
mechanics_001,D,deepseek-flash,mechanics,simple,0.5934065934065933,,0,0,0,False,,,{}
mechanics_004,D,deepseek-flash,mechanics,medium,0.8613861386138614,,0,0,0,False,,,{}
le_3d_004,D,deepseek-flash,linear_elasticity,complex,1.0,0.8,5,4,1,False,material:youngs_modulus,value_mismatch,"{""cand"": 1000000000.0, ""cand_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""property"": ""youngs_modulus""}, ""property"": ""material:youngs_modulus"", ""reason"": ""value_mismatch"", ""ref"": 200000000000.0, ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""property"": ""youngs_modulus""}}"
mechanics_003,D,deepseek-flash,mechanics,simple,0.0,,0,0,0,False,,,{}
mechanics_005,D,deepseek-flash,mechanics,medium,0.0,,0,0,0,False,,,{}
mechanics_008,D,deepseek-flash,mechanics,complex,0.7878787878787878,0.0,2,0,2,False,kernel:diffusion;kernel:diffusion,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0001, ""ref_detail"": {""coefficient_param"": ""diffusivity"", ""kernel"": ""MatDiffusion"", ""material_properties"": [""D1""], ""operator"": ""diffusion""}}"
mechanics_007,D,deepseek-flash,mechanics,complex,0.8188679245283019,0.0,5,0,5,False,kernel:diffusion;kernel:time_derivative;kernel:diffusion;bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:diffusion"", ""reason"": ""missing_in_candidate"", ""ref"": 45.0, ""ref_detail"": {""coefficient_param"": ""thermal_conductivity"", ""kernel"": ""HeatConduction"", ""material_properties"": [""thermal_conductivity""], ""operator"": ""diffusion""}}"
mechanics_009,D,deepseek-flash,mechanics,complex,0.520446096654275,0.6,5,3,2,False,bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 500.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
mechanics_015,D,deepseek-flash,mechanics,medium,0.793939393939394,1.0,2,2,0,False,,,{}
mechanics_019,D,deepseek-flash,mechanics,complex,0.8913043478260869,0.5,6,3,3,False,material:youngs_modulus;material:poissons_ratio;material:density,value_mismatch;value_mismatch;missing_in_candidate,"{""cand"": 1000000000.0, ""cand_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""property"": ""youngs_modulus""}, ""property"": ""material:youngs_modulus"", ""reason"": ""value_mismatch"", ""ref"": 50000000000.0, ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""property"": ""youngs_modulus""}}"
mechanics_012,D,deepseek-flash,mechanics,simple,1.0,0.5,6,3,3,False,material_model:elasticity_tensor;material_model:stress_model;material:density,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
mechanics_017,D,deepseek-flash,mechanics,medium,0.6097560975609755,0.3333333333333333,6,2,4,False,material_model:strain_model;material:youngs_modulus;material:poissons_ratio;material:density,missing_in_candidate;value_mismatch;value_mismatch;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
mechanics_021,D,deepseek-flash,mechanics,medium,0.950354609929078,0.8,5,4,1,False,material_model:strain_model,missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
pf_ac_001,D,deepseek-flash,phase_field,simple,0.8985507246376812,0.0,2,0,2,False,kernel:allen_cahn;material:l,value_mismatch;missing_in_candidate,"{""cand"": 1.0, ""cand_detail"": {""coefficient_param"": ""mobility"", ""kernel"": ""AllenCahn"", ""material_properties"": [""mobility""], ""operator"": ""allen_cahn""}, ""property"": ""kernel:allen_cahn"", ""reason"": ""value_mismatch"", ""ref"": 0.005, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
mechanics_018,D,deepseek-flash,mechanics,complex,0.7906976744186046,0.6,5,3,2,False,bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""bc:neumann:t:right:t_infinity"", ""reason"": ""missing_in_candidate"", ""ref"": 300.0, ""ref_detail"": {""bc"": ""ConvectiveHeatFluxBC"", ""bc_type"": ""Neumann"", ""boundary"": ""right"", ""canonical_parameter"": ""T_infinity"", ""parameter"": ""T_infinity"", ""variable"": ""T""}}"
pf_ac_002,D,deepseek-flash,phase_field,simple,0.9213483146067416,0.0,2,0,2,True,kernel:allen_cahn;material:l,value_mismatch;missing_in_candidate,"{""cand"": 2.0, ""cand_detail"": {""coefficient_param"": ""mobility"", ""kernel"": ""AllenCahn"", ""material_properties"": [""mobility""], ""operator"": ""allen_cahn""}, ""property"": ""kernel:allen_cahn"", ""reason"": ""value_mismatch"", ""ref"": 0.02, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
pf_ac_004,D,deepseek-flash,phase_field,medium,0.9146341463414634,0.0,2,0,2,True,kernel:allen_cahn;material:l,value_mismatch;missing_in_candidate,"{""cand"": 0.5, ""cand_detail"": {""coefficient_param"": ""mobility"", ""kernel"": ""AllenCahn"", ""material_properties"": [], ""operator"": ""allen_cahn""}, ""property"": ""kernel:allen_cahn"", ""reason"": ""value_mismatch"", ""ref"": 0.05, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
pf_ac_003,D,deepseek-flash,phase_field,medium,0.4597701149425286,0.0,2,0,2,False,kernel:allen_cahn;material:l,value_mismatch;missing_in_candidate,"{""cand"": 1.0, ""cand_detail"": {""coefficient_param"": ""mobility"", ""kernel"": ""AllenCahn"", ""material_properties"": [], ""operator"": ""allen_cahn""}, ""property"": ""kernel:allen_cahn"", ""reason"": ""value_mismatch"", ""ref"": 0.01, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
pf_ac_005,D,deepseek-flash,phase_field,medium,0.66412213740458,0.0,2,0,2,False,kernel:allen_cahn;material:l,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:allen_cahn"", ""reason"": ""missing_in_candidate"", ""ref"": 0.008, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
pf_ch_001,D,deepseek-flash,phase_field,simple,0.5116279069767442,0.0,2,0,2,False,kernel:cahn_hilliard;kernel:cahn_hilliard,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:cahn_hilliard"", ""reason"": ""missing_in_candidate"", ""ref"": 0.01, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""SplitCHParsed"", ""material_properties"": [""kappa""], ""operator"": ""cahn_hilliard""}}"
pf_ch_002,D,deepseek-flash,phase_field,medium,0.6597222222222222,0.0,2,0,2,False,kernel:cahn_hilliard;kernel:cahn_hilliard,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:cahn_hilliard"", ""reason"": ""missing_in_candidate"", ""ref"": 0.02, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""SplitCHParsed"", ""material_properties"": [""kappa""], ""operator"": ""cahn_hilliard""}}"
pf_ch_003,D,deepseek-flash,phase_field,complex,0.5172413793103448,0.0,2,0,2,False,kernel:cahn_hilliard;kernel:cahn_hilliard,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:cahn_hilliard"", ""reason"": ""missing_in_candidate"", ""ref"": 0.05, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""SplitCHParsed"", ""material_properties"": [""kappa""], ""operator"": ""cahn_hilliard""}}"
phase_field_001,D,deepseek-flash,phase_field,simple,0.8985507246376812,,0,0,0,False,,,{}
phase_field_002,D,deepseek-flash,phase_field,medium,0.950354609929078,,0,0,0,False,,,{}
pf_frac_001,D,deepseek-flash,phase_field,complex,0.6129032258064517,0.16666666666666666,12,2,10,False,material_model:strain_model;material_model:stress_model;material:poissons_ratio;material:gc_prop;material:l;material:visco;material:c0;material:derivative_order;material:derivative_order;material:derivative_order,missing_in_candidate;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
pf_frac_002,D,deepseek-flash,phase_field,complex,0.0,0.16666666666666666,12,2,10,False,material_model:stress_model;material:youngs_modulus;material:poissons_ratio;material:gc_prop;material:l;material:visco;material:c0;material:derivative_order;material:derivative_order;material:derivative_order,value_mismatch;value_mismatch;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""linear_elastic_pf_fracture"", ""ref_detail"": {""material"": ""elastic"", ""material_type"": ""ComputeLinearElasticPFFractureStress"", ""role"": ""stress_model""}}"
phase_field_003,D,deepseek-flash,phase_field,medium,0.6412213740458015,0.0,2,0,2,False,kernel:allen_cahn;material:l,missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:allen_cahn"", ""reason"": ""missing_in_candidate"", ""ref"": 0.5, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
phase_field_004,D,deepseek-flash,phase_field,medium,0.2880658436213992,0.0,2,0,2,False,kernel:cahn_hilliard;kernel:cahn_hilliard,value_mismatch;missing_in_candidate,"{""cand"": 1.0, ""cand_detail"": {""coefficient_param"": ""mobility"", ""kernel"": ""CahnHilliard"", ""material_properties"": [], ""operator"": ""cahn_hilliard""}, ""property"": ""kernel:cahn_hilliard"", ""reason"": ""value_mismatch"", ""ref"": 0.5, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""SplitCHParsed"", ""material_properties"": [""kappa""], ""operator"": ""cahn_hilliard""}}"
phase_field_005,D,deepseek-flash,phase_field,medium,0.6730769230769231,0.0,2,0,2,False,kernel:allen_cahn;material:l,missing_in_candidate;value_mismatch,"{""cand"": null, ""property"": ""kernel:allen_cahn"", ""reason"": ""missing_in_candidate"", ""ref"": 0.1, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
phase_field_006,D,deepseek-flash,phase_field,complex,0.8215613382899628,0.5,6,3,3,False,kernel:allen_cahn;bc:neumann:t:right:t_infinity;bc:neumann:t:right:heat_transfer_coefficient,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:allen_cahn"", ""reason"": ""missing_in_candidate"", ""ref"": 0.3, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa""], ""operator"": ""allen_cahn""}}"
phase_field_007,D,deepseek-flash,phase_field,medium,0.12658227848101267,0.0,3,0,3,False,kernel:cahn_hilliard;kernel:cahn_hilliard;kernel:cahn_hilliard,missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""kernel:cahn_hilliard"", ""reason"": ""missing_in_candidate"", ""ref"": 0.2, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""SplitCHParsed"", ""material_properties"": [""kappa""], ""operator"": ""cahn_hilliard""}}"
pl_2d_001,D,deepseek-flash,plasticity,simple,0.950354609929078,0.25,8,2,6,True,material_model:strain_model;material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,missing_in_candidate;value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
pl_2d_004,D,deepseek-flash,plasticity,medium,1.0,0.375,8,3,5,True,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
pl_2d_002,D,deepseek-flash,plasticity,simple,1.0,0.25,8,2,6,True,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:poissons_ratio;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
phase_field_008,D,deepseek-flash,phase_field,complex,0.6130268199233717,0.0,3,0,3,False,kernel:allen_cahn;kernel:diffusion;material:l,value_mismatch;value_mismatch;missing_in_candidate,"{""cand"": 0.01, ""cand_detail"": {""coefficient_param"": ""mobility"", ""kernel"": ""AllenCahn"", ""material_properties"": [""mobility""], ""operator"": ""allen_cahn""}, ""property"": ""kernel:allen_cahn"", ""reason"": ""value_mismatch"", ""ref"": 0.5, ""ref_detail"": {""coefficient_param"": ""kappa_name"", ""kernel"": ""ACInterface"", ""material_properties"": [""kappa_eta""], ""operator"": ""allen_cahn""}}"
pl_2d_006,D,deepseek-flash,plasticity,simple,0.6273291925465838,0.375,8,3,5,False,material_model:strain_model;material_model:stress_model;material_model:inelastic_model;material:yield_stress;material:hardening_constant,missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
pl_2d_003,D,deepseek-flash,plasticity,medium,1.0,0.3333333333333333,9,3,6,True,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant;material:density,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
pl_2d_008,D,deepseek-flash,plasticity,complex,0.625,0.3333333333333333,9,3,6,False,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant;material:density,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
pl_3d_001,D,deepseek-flash,plasticity,complex,1.0,0.375,8,3,5,True,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
pl_2d_005,D,deepseek-flash,plasticity,medium,0.950354609929078,0.5,8,4,4,False,material_model:stress_model;material_model:inelastic_model;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
pl_2d_007,D,deepseek-flash,plasticity,medium,1.0,0.125,8,1,7,True,material_model:strain_model;material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:poissons_ratio;material:yield_stress;material:hardening_constant,missing_in_candidate;value_mismatch;missing_in_candidate;value_mismatch;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
plasticity_001,D,deepseek-flash,plasticity,simple,0.950354609929078,0.375,8,3,5,True,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
plasticity_003,D,deepseek-flash,plasticity,simple,1.0,0.25,8,2,6,True,material_model:strain_model;material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""small_strain"", ""cand_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}, ""property"": ""material_model:strain_model"", ""reason"": ""value_mismatch"", ""ref"": ""plane_small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputePlaneSmallStrain"", ""role"": ""strain_model""}}"
pl_3d_002,D,deepseek-flash,plasticity,complex,1.0,0.2222222222222222,9,2,7,True,material_model:strain_model;material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant;material:density,missing_in_candidate;value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
plasticity_002,D,deepseek-flash,plasticity,simple,0.950354609929078,0.25,8,2,6,True,material_model:strain_model;material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""plane_small_strain"", ""cand_detail"": {""material"": ""strain"", ""material_type"": ""ComputePlaneSmallStrain"", ""role"": ""strain_model""}, ""property"": ""material_model:strain_model"", ""reason"": ""value_mismatch"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
plasticity_006,D,deepseek-flash,plasticity,medium,1.0,0.375,8,3,5,True,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
plasticity_005,D,deepseek-flash,plasticity,complex,0.5909090909090909,0.375,8,3,5,False,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
plasticity_004,D,deepseek-flash,plasticity,medium,0.7560975609756098,0.3333333333333333,9,3,6,False,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant;material:density,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
plasticity_008,D,deepseek-flash,plasticity,complex,1.0,0.375,8,3,5,True,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
plasticity_009,D,deepseek-flash,plasticity,medium,0.7976190476190477,0.2222222222222222,9,2,7,False,material_model:strain_model;material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:coefficient;material:n_exponent;material:activation_energy,missing_in_candidate;value_mismatch;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:strain_model"", ""reason"": ""missing_in_candidate"", ""ref"": ""small_strain"", ""ref_detail"": {""material"": ""strain"", ""material_type"": ""ComputeSmallStrain"", ""role"": ""strain_model""}}"
plasticity_007,D,deepseek-flash,plasticity,complex,0.8104265402843602,0.25,8,2,6,False,material_model:stress_model;material_model:inelastic_model;material:youngs_modulus;material:poissons_ratio;material:yield_stress;material:hardening_constant,value_mismatch;missing_in_candidate;value_mismatch;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": ""linear_elastic"", ""cand_detail"": {""material"": ""stress"", ""material_type"": ""ComputeLinearElasticStress"", ""role"": ""stress_model""}, ""property"": ""material_model:stress_model"", ""reason"": ""value_mismatch"", ""ref"": ""multiple_inelastic"", ""ref_detail"": {""material"": ""stress"", ""material_type"": ""ComputeMultipleInelasticStress"", ""role"": ""stress_model""}}"
